1922,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,variation,,,1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,24.99,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,variable,M-TSH-2-2,"Verve Dry Fit",1,0,visible,"Kwench Mens Half Sleeve Tshirt","Simple, unique design is what makes this t-shirt great. Reliable and pliable, the t-shirt’s material allows a close and comfortable fit. Physique sculpted fit keeps you comfortably covered, with sleek, multi colour design.",,,taxable,,1,15,0,0,,,,,1,,,,"MEN, MEN > T-shirt &amp; Tops",,,"http://kwench.prangi.de/wp-content/uploads/2017/01/5a.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/5b.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/12c.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/5d.jpg",,,,,,,,,4,size,"L, M, XL, XXL",1,1,M,"•	Ultra-tight, body fit
•	Kwench Vita® fabric, with all the benefits breathability, moisture control & Perfect fit, very comfortable to be worn all day
•	UPF 50  to protect your skin from the Sun's Ultraviolet rays
•	Extreme Elasticity to enhance shaping power & comfort and guarantee maximum freedom
•	‘Hydra-Span’ System wicks sweat away from the body
•	Anti-odour technology prevents the growth of odour-causing microbes
•	Kwench Power Logo on chest panel
•	Body: 190g Polyamide/Lycra",setting,label,no,default,0,,29.99,29.99,1934,1934,29.99,29.99,1934,1934,0,,color,"Dark Blue - Blue - White, Sporting Red - Black - White, White-Sky Blue",1,1,"White-Sky Blue"
1933,variation,,"Verve Dry Fit - White-Sky Blue",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-2,,,,,,1,size,,,1,,,,,,,,,,,,,,,,,,,color,"White-Sky Blue",,1,
1934,variation,,"Verve Dry Fit - Sporting Red - Black - White",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-2,,,,,,1,size,,,1,,,,,,,,,,,,,,,,,,,color,"Sporting Red - Black - White",,1,
1935,variation,,"Verve Dry Fit - Dark Blue - Blue - White",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-2,,,,,,1,size,,,1,,,,,,,,,,,,,,,,,,,color,"Dark Blue - Blue - White",,1,
1936,variation,,"Verve Dry Fit - XXL",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-2,,,,,,1,size,XXL,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1937,variation,,"Verve Dry Fit - XL",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-2,,,,,,1,size,XL,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1938,variation,,"Verve Dry Fit - L",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-2,,,,,,1,size,L,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1939,variation,,"Verve Dry Fit - M",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-2,,,,,,1,size,M,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1940,variable,M-TSH-2-3,"Verve Dry Fit",1,0,visible,"Kwench Mens Half Sleeve Tshirt","Simple, unique design is what makes this t-shirt great. Reliable and pliable, the t-shirt’s material allows a close and comfortable fit. Physique sculpted fit keeps you comfortably covered, with sleek, multi colour design.",,,taxable,,1,15,0,0,,,,,1,,,,"MEN, MEN > T-shirt &amp; Tops",,,"http://kwench.prangi.de/wp-content/uploads/2017/01/1a.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/1e.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/1d.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/1c.jpg, http://kwench.prangi.de/wp-content/uploads/2017/01/1b.jpg",,,,,,,,,6,size,"L, M, XL, XXL",1,1,M,"•	Ultra-tight, body fit
•	Kwench Vita® fabric, with all the benefits breathability, moisture control & Perfect fit, very comfortable to be worn all day
•	UPF 50  to protect your skin from the Sun's Ultraviolet rays
•	Extreme Elasticity to enhance shaping power & comfort and guarantee maximum freedom
•	‘Hydra-Span’ System wicks sweat away from the body
•	Anti-odour technology prevents the growth of odour-causing microbes
•	Kwench Power Logo on chest panel
•	Body: 190g Polyamide/Lycra",setting,label,no,default,0,,29.99,29.99,1941,1941,29.99,29.99,1941,1941,0,,color,"Dark Blue - Blue - White, Sporting Red - Black - White, White-Sky Blue",1,1,"White-Sky Blue"
1941,variation,,"Verve Dry Fit - Sporting Red - Black - White",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-3,,,,,,6,size,,,1,,,,,,,,,,,,,,,,,,,color,"Sporting Red - Black - White",,1,
1942,variation,,"Verve Dry Fit - Dark Blue - Blue - White",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-3,,,,,,5,size,,,1,,,,,,,,,,,,,,,,,,,color,"Dark Blue - Blue - White",,1,
1943,variation,,"Verve Dry Fit - XXL",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-3,,,,,,4,size,XXL,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1944,variation,,"Verve Dry Fit - XL",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-3,,,,,,3,size,XL,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1945,variation,,"Verve Dry Fit - L",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-3,,,,,,2,size,L,,1,,,,,,,,,,,,,,,,,,,color,,,1,
1946,variation,,"Verve Dry Fit - M",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,29.99,,,,,,,M-TSH-2-3,,,,,,1,size,M,,1,,,,,,,,,,,,,,,,,,,color,,,1,
